Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/auth/login,100,0,1600.0,1846.6011324891588,437.9764999903273,4052.765457992791,533.25,0.334665609392552,0.0,1600,2100,2800,2800,3200,3300,3900,4100,4100,4100,4100
GET,/inbox/unread,992,1,510.0,477.2943040363844,31.450583002879284,2650.521083007334,10.98891129032258,3.319882845174116,0.00334665609392552,510,550,580,600,660,820,1200,1700,2700,2700,2700
GET,/threads/preview,2142,0,540.0,509.3876807072974,137.6369999925373,3328.0720000038855,0.7236227824463118,7.168537353188464,0.0,540,580,610,630,690,810,1300,1900,2600,3300,3300
,Aggregated,3234,1,530.0,540.8919217464559,31.450583002879284,4052.765457992791,20.338899196042053,10.823085807755131,0.00334665609392552,530,580,610,630,720,1100,1900,2400,3600,4100,4100
