Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/auth/login,150,0,1200.0,1065.6295636464104,396.34058299998287,1744.1678750037681,535.1666666666666,4.917798018904971,0.0,1200,1300,1300,1400,1400,1500,1600,1700,1700,1700,1700
,Aggregated,150,0,1200.0,1065.6295636464104,396.34058299998287,1744.1678750037681,535.1666666666666,4.917798018904971,0.0,1200,1300,1300,1400,1400,1500,1600,1700,1700,1700,1700
